,,,,,,,S&P 500 Total Return,,,,,,,N'th,,Row of,High Price,Row of ,,Value ,# Days Since,Length of ,Min Value,Start ,,
,,,,,,,Closing,Daily,Closing Price,,,,% Max,Largest,Drawdown,Drawdown,Prior to ,1st Day of,,At,Prior ,Drawdown,During,Date of,,
,Date,,,,,,Price,% Return,(100 scale),100,0,,Drawdown,Drawdown,Size,Recovery,Drawdown,Drawdown,,Recovery,Drawdown,in # Days,Drawdown,Drawdown,,
747,8/16/2012,,,,,1,"2,464.38",0.72%,150.85,150.85,0,14.36,9.52%,,,,,,,,,,,,,
748,8/17/2012,,,,,,"2,469.00",0.19%,151.14,151.14,0,,,,,,,,,,,,,,,
749,8/20/2012,,,,,,"2,468.99",0.00%,151.14,151.14,0,,,,,,,,,,,,,,,
750,8/21/2012,,,,,,"2,460.41",-0.35%,150.61,151.14,0.53,,,,,,,,,,,,,,,
751,8/22/2012,,,,,,"2,461.12",0.03%,150.65,151.14,0.53,,,,,,,,,,,,,,,
752,8/23/2012,,,,,,"2,441.29",-0.81%,149.44,151.14,1.7,,,,,,,,,,,,,,,
753,8/24/2012,,,,,,"2,457.40",0.66%,150.43,151.14,1.7,,,,,,,,,,,,,,,
754,8/27/2012,,,,,,"2,456.22",-0.05%,150.35,151.14,1.7,,,,,,,,,,,,,,,
755,8/28/2012,,,,,,"2,454.39",-0.07%,150.24,151.14,1.7,,,,,,,,,,,,,,,
756,8/29/2012,,,,,,"2,457.05",0.11%,150.4,151.14,1.7,,,,,,,,,,,,,,,
757,8/30/2012,,,,,,"2,438.20",-0.77%,149.25,151.14,1.89,,,,,,,,,,,,,,,
758,8/31/2012,,,,,,"2,450.60",0.51%,150.01,151.14,1.89,,,,,,,,,,,,,,,
759,9/4/2012,,,,,,"2,447.80",-0.11%,149.84,151.14,1.89,,,,,,,,,,,,,,,
760,9/5/2012,,,,,,"2,445.81",-0.08%,149.72,151.14,1.89,,,,,,,,,,,,,,,
761,9/6/2012,,,,,,"2,496.12",2.06%,152.8,152.8,0,1.89,1.23%,,,,,,,,,,,,,
762,9/7/2012,,,,,,"2,506.37",0.41%,153.42,153.42,0,,,,,,,,,,,,,,,
763,9/10/2012,,,,,,"2,491.11",-0.61%,152.49,153.42,0.93,,,,,,,,,,,,,,,
764,9/11/2012,,,,,,"2,498.95",0.31%,152.97,153.42,0.93,,,,,,,,,,,,,,,
765,9/12/2012,,,,,,"2,504.84",0.24%,153.33,153.42,0.93,,,,,,,,,,,,,,,
766,9/13/2012,,,,,,"2,546.03",1.64%,155.85,155.85,0,0.93,0.60%,,,,,,,,,,,,,
767,9/14/2012,,,,,,"2,556.13",0.40%,156.47,156.47,0,,,,,,,,,,,,,,,
768,9/17/2012,,,,,1,"2,548.26",-0.31%,155.99,156.47,0.48,,,,,,,,,,,,,,,
769,9/18/2012,,,,,1,"2,545.05",-0.13%,155.79,156.47,0.68,,,,,,,,,,,,,,,
770,9/19/2012,,,,,1,"2,548.11",0.12%,155.98,156.47,0.68,,,,,,,,,,,,,,,
771,9/20/2012,,,,,1,"2,547.11",-0.04%,155.92,156.47,0.68,,,,,,,,,,,,,,,
772,9/21/2012,,,,,1,"2,546.92",-0.01%,155.91,156.47,0.68,,,,,,,,,,,,,,,
773,9/24/2012,,,,,1,"2,541.23",-0.22%,155.56,156.47,0.91,,,,,,,,,,,,,,,
774,9/25/2012,,,,,1,"2,514.83",-1.04%,153.94,156.47,2.53,,,,,,,,,,,,,,,
775,9/26/2012,,,,,1,"2,500.92",-0.55%,153.09,156.47,3.38,,,,,,,,,,,,,,,
776,9/27/2012,,,,,1,"2,525.23",0.97%,154.58,156.47,3.38,,,,,,,,,,,,,,,
777,9/28/2012,,,,,1,"2,513.93",-0.45%,153.89,156.47,3.38,,,,,,,,,,,,,,,
778,10/1/2012,,,,,1,"2,520.71",0.27%,154.3,156.47,3.38,,,,,,,,,,,,,,,
779,10/2/2012,,,,,1,"2,523.08",0.09%,154.45,156.47,3.38,,,,,,,,,,,,,,,
780,10/3/2012,,,,,1,"2,532.79",0.38%,155.04,156.47,3.38,,,,,,,,,,,,,,,
781,10/4/2012,,,,,1,"2,550.98",0.72%,156.15,156.47,3.38,,,,,,,,,,,,,,,
782,10/5/2012,,,,,1,"2,551.03",0.00%,156.16,156.47,3.38,,,,,,,,,,,,,,,
783,10/8/2012,,,,,1,"2,542.21",-0.35%,155.62,156.47,3.38,,,,,,,,,,,,,,,
784,10/9/2012,,,,,1,"2,517.14",-0.99%,154.08,156.47,3.38,,,,,,,,,,,,,,,
785,10/10/2012,,,,,1,"2,501.75",-0.61%,153.14,156.47,3.38,,,,,,,,,,,,,,,
786,10/11/2012,,,,,1,"2,502.66",0.04%,153.2,156.47,3.38,,,,,,,,,,,,,,,
787,10/12/2012,,,,,1,"2,495.28",-0.29%,152.74,156.47,3.72,,,,,,,,,,,,,,,
788,10/15/2012,,,,,1,"2,515.44",0.81%,153.98,156.47,3.72,,,,,,,,,,,,,,,
789,10/16/2012,,,,,1,"2,541.28",1.03%,155.56,156.47,3.72,,,,,,,,,,,,,,,
790,10/17/2012,,,,,1,"2,552.05",0.42%,156.22,156.47,3.72,,,,,,,,,,,,,,,
791,10/18/2012,,,,,1,"2,545.95",-0.24%,155.85,156.47,3.72,,,,,,,,,,,,,,,
792,10/19/2012,,,,,1,"2,503.80",-1.66%,153.27,156.47,3.72,,,,,,,,,,,,,,,
793,10/22/2012,,,,,1,"2,504.96",0.05%,153.34,156.47,3.72,,,,,,,,,,,,,,,
794,10/23/2012,,,,,1,"2,468.78",-1.44%,151.12,156.47,5.35,,,,,,,,,,,,,,,
795,10/24/2012,,,,,1,"2,461.18",-0.31%,150.66,156.47,5.81,,,,,,,,,,,,,,,
796,10/25/2012,,,,,1,"2,468.60",0.30%,151.11,156.47,5.81,,,,,,,,,,,,,,,
797,10/26/2012,,,,,1,"2,466.80",-0.07%,151,156.47,5.81,,,,,,,,,,,,,,,
798,10/31/2012,,,,,1,"2,467.51",0.03%,151.04,156.47,5.81,,,,,,,,,,,,,,,
799,11/1/2012,,,,,1,"2,494.67",1.10%,152.71,156.47,5.81,,,,,,,,,,,,,,,
800,11/2/2012,,,,,1,"2,471.30",-0.94%,151.28,156.47,5.81,,,,,,,,,,,,,,,
801,11/5/2012,,,,,1,"2,476.94",0.23%,151.62,156.47,5.81,,,,,,,,,,,,,,,
802,11/6/2012,,,,,1,"2,496.46",0.79%,152.82,156.47,5.81,,,,,,,,,,,,,,,
803,11/7/2012,,,,,1,"2,439.48",-2.28%,149.33,156.47,7.14,,,,,,,,,,,,,,,
804,11/8/2012,,,,,1,"2,409.72",-1.22%,147.51,156.47,8.96,,,,,,,,,,,,,,,
805,11/9/2012,,,,,1,"2,413.92",0.17%,147.76,156.47,8.96,,,,,,,,,,,,,,,
806,11/12/2012,,,,,1,"2,414.24",0.01%,147.78,156.47,8.96,,,,,,,,,,,,,,,
807,11/13/2012,,,,,1,"2,405.38",-0.37%,147.24,156.47,9.23,,,,,,,,,,,,,,,
808,11/14/2012,,,,,1,"2,372.94",-1.35%,145.26,156.47,11.21,,,,,,,,,,,,,,,
809,11/15/2012,,,,,1,"2,369.32",-0.15%,145.03,156.47,11.44,,,,,,,,,,,,,,,
810,11/16/2012,,,,,1,"2,381.02",0.49%,145.75,156.47,11.44,,,,,,,,,,,,,,,
811,11/19/2012,,,,,1,"2,428.47",1.99%,148.65,156.47,11.44,,,,,,,,,,,,,,,
812,11/20/2012,,,,,1,"2,430.29",0.07%,148.77,156.47,11.44,,,,,,,,,,,,,,,
813,11/21/2012,,,,,1,"2,435.97",0.23%,149.11,156.47,11.44,,,,,,,,,,,,,,,
814,11/23/2012,,,,,1,"2,468.06",1.32%,151.08,156.47,11.44,,,,,,,,,,,,,,,
815,11/26/2012,,,,,1,"2,463.12",-0.20%,150.78,156.47,11.44,,,,,,,,,,,,,,,
816,11/27/2012,,,,,1,"2,450.48",-0.51%,150,156.47,11.44,,,,,,,,,,,,,,,
817,11/28/2012,,,,,1,"2,470.47",0.82%,151.23,156.47,11.44,,,,,,,,,,,,,,,
818,11/29/2012,,,,,1,"2,481.42",0.44%,151.9,156.47,11.44,,,,,,,,,,,,,,,
819,11/30/2012,,,,,1,"2,481.82",0.02%,151.92,156.47,11.44,,,,,,,,,,,,,,,
820,12/3/2012,,,,,1,"2,470.07",-0.47%,151.2,156.47,11.44,,,,,,,,,,,,,,,
821,12/4/2012,,,,,1,"2,465.90",-0.17%,150.95,156.47,11.44,,,,,,,,,,,,,,,
822,12/5/2012,,,,,1,"2,470.59",0.19%,151.23,156.47,11.44,,,,,,,,,,,,,,,
823,12/6/2012,,,,,1,"2,479.40",0.36%,151.77,156.47,11.44,,,,,,,,,,,,,,,
824,12/7/2012,,,,,1,"2,486.84",0.30%,152.23,156.47,11.44,,,,,,,,,,,,,,,
825,12/10/2012,,,,,1,"2,487.78",0.04%,152.29,156.47,11.44,,,,,,,,,,,,,,,
826,12/11/2012,,,,,1,"2,504.08",0.66%,153.28,156.47,11.44,,,,,,,,,,,,,,,
827,12/12/2012,,,,,1,"2,505.76",0.07%,153.39,156.47,11.44,,,,,,,,,,,,,,,
828,12/13/2012,,,,,1,"2,490.56",-0.61%,152.46,156.47,11.44,,,,,,,,,,,,,,,
829,12/14/2012,,,,,1,"2,480.36",-0.41%,151.83,156.47,11.44,,,,,,,,,,,,,,,
830,12/17/2012,,,,,1,"2,509.84",1.19%,153.64,156.47,11.44,,,,,,,,,,,,,,,
831,12/18/2012,,,,,1,"2,538.72",1.15%,155.4,156.47,11.44,,,,,,,,,,,,,,,
832,12/19/2012,,,,,1,"2,519.54",-0.76%,154.23,156.47,11.44,,,,,,,,,,,,,,,
833,12/20/2012,,,,,1,"2,533.91",0.57%,155.11,156.47,11.44,,,,,,,,,,,,,,,
834,12/21/2012,,,,,1,"2,510.32",-0.93%,153.67,156.47,11.44,,,,,,,,,,,,,,,
835,12/24/2012,,,,,1,"2,504.51",-0.23%,153.31,156.47,11.44,,,,,,,,,,,,,,,
836,12/26/2012,,,,,1,"2,492.54",-0.48%,152.58,156.47,11.44,,,,,,,,,,,,,,,
837,12/27/2012,,,,,1,"2,489.97",-0.10%,152.42,156.47,11.44,,,,,,,,,,,,,,,
838,12/28/2012,,,,,1,"2,462.71",-1.09%,150.75,156.47,11.44,,,,,,,,,,,,,,,
839,12/31/2012,,,,,1,"2,504.44",1.69%,153.31,156.47,11.44,,,,,,,,,,,,,,,
840,1/2/2013,,,,,1,"2,568.55",2.56%,157.23,157.23,0,11.44,7.27%,,,,,,,,,,,,,
841,1/3/2013,,,,,,"2,563.19",-0.21%,156.9,157.23,0.33,,,,,,,,,,,,,,,
842,1/4/2013,,,,,,"2,575.66",0.49%,157.66,157.66,0,0.33,0.21%,,,,,,,,,,,,,
843,1/7/2013,,,,,,"2,567.63",-0.31%,157.17,157.66,0.49,,,,,,,,,,,,,,,
844,1/8/2013,,,,,,"2,560.17",-0.29%,156.72,157.66,0.95,,,,,,,,,,,,,,,
845,1/9/2013,,,,,,"2,567.02",0.27%,157.14,157.66,0.95,,,,,,,,,,,,,,,
846,1/10/2013,,,,,,"2,586.52",0.76%,158.33,158.33,0,0.95,0.60%,,,,,,,,,,,,,
847,1/11/2013,,,,,,"2,586.69",0.01%,158.34,158.34,0,,,,,,,,,,,,,,,
848,1/14/2013,,,,,,"2,584.27",-0.09%,158.19,158.34,0.15,,,,,,,,,,,,,,,
849,1/15/2013,,,,,,"2,587.20",0.11%,158.37,158.37,0,0.15,0.09%,,,,,,,,,,,,,
850,1/16/2013,,,,,,"2,588.02",0.03%,158.42,158.42,0,,,,,,,,,,,,,,,
851,1/17/2013,,,,,,"2,602.64",0.56%,159.32,159.32,0,,,,,,,,,,,,,,,
852,1/18/2013,,,,,,"2,611.54",0.34%,159.86,159.86,0,,,,,,,,,,,,,,,
853,1/22/2013,,,,,,"2,623.22",0.45%,160.58,160.58,0,,,,,,,,,,,,,,,
854,1/23/2013,,,,,,"2,627.23",0.15%,160.82,160.82,0,,,,,,,,,,,,,,,
855,1/24/2013,,,,,,"2,627.33",0.00%,160.83,160.83,0,,,,,,,,,,,,,,,
856,1/25/2013,,,,,,"2,641.64",0.54%,161.7,161.7,0,,,,,,,,,,,,,,,
857,1/28/2013,,,,,,"2,636.83",-0.18%,161.41,161.7,0.29,,,,,,,,,,,,,,,
858,1/29/2013,,,,,,"2,650.43",0.52%,162.24,162.24,0,0.29,0.18%,,,,,,,,,,,,,
859,1/30/2013,,,,,,"2,640.77",-0.36%,161.65,162.24,0.59,,,,,,,,,,,,,,,
860,1/31/2013,,,,,,"2,634.16",-0.25%,161.25,162.24,1,,,,,,,,,,,,,,,
861,2/1/2013,,,,,,"2,660.70",1.01%,162.87,162.87,0,1,0.61%,,,,,,,,,,,,,
862,2/4/2013,,,,,,"2,630.05",-1.15%,160.99,162.87,1.88,,,,,,,,,,,,,,,
863,2/5/2013,,,,,,"2,657.76",1.05%,162.69,162.87,1.88,,,,,,,,,,,,,,,
864,2/6/2013,,,,,,"2,659.55",0.07%,162.8,162.87,1.88,,,,,,,,,,,,,,,
865,2/7/2013,,,,,,"2,655.84",-0.14%,162.57,162.87,1.88,,,,,,,,,,,,,,,
866,2/8/2013,,,,,,"2,670.85",0.57%,163.49,163.49,0,1.88,1.15%,,,,,,,,,,,,,
867,2/11/2013,,,,,,"2,669.37",-0.06%,163.4,163.49,0.09,,,,,,,,,,,,,,,
868,2/12/2013,,,,,,"2,673.77",0.16%,163.67,163.67,0,0.09,0.06%,,,,,,,,,,,,,
869,2/13/2013,,,,,,"2,676.60",0.11%,163.84,163.84,0,,,,,,,,,,,,,,,
870,2/14/2013,,,,,,"2,678.77",0.08%,163.98,163.98,0,,,,,,,,,,,,,,,
871,2/15/2013,,,,,,"2,676.21",-0.10%,163.82,163.98,0.16,,,,,,,,,,,,,,,
872,2/19/2013,,,,,,"2,696.26",0.75%,165.05,165.05,0,0.16,0.09%,,,,,,,,,,,,,
873,2/20/2013,,,,,,"2,662.94",-1.24%,163.01,165.05,2.04,,,,,,,,,,,,,,,
874,2/21/2013,,,,,,"2,646.75",-0.61%,162.02,165.05,3.03,,,,,,,,,,,,,,,
875,2/22/2013,,,,,,"2,670.36",0.89%,163.46,165.05,3.03,,,,,,,,,,,,,,,
876,2/25/2013,,,,,,"2,621.46",-1.83%,160.47,165.05,4.58,,,,,,,,,,,,,,,
877,2/26/2013,,,,,,"2,637.89",0.63%,161.47,165.05,4.58,,,,,,,,,,,,,,,
878,2/27/2013,,,,,,"2,672.11",1.30%,163.57,165.05,4.58,,,,,,,,,,,,,,,
879,2/28/2013,,,,,,"2,669.92",-0.08%,163.43,165.05,4.58,,,,,,,,,,,,,,,
880,3/1/2013,,,,,,"2,676.18",0.23%,163.82,165.05,4.58,,,,,,,,,,,,,,,
881,3/4/2013,,,,,,"2,688.54",0.46%,164.57,165.05,4.58,,,,,,,,,,,,,,,
882,3/5/2013,,,,,,"2,714.35",0.96%,166.15,166.15,0,4.58,2.76%,,,,,,,,,,,,,
883,3/6/2013,,,,,,"2,718.07",0.14%,166.38,166.38,0,,,,,,,,,,,,,,,
884,3/7/2013,,,,,,"2,723.27",0.19%,166.7,166.7,0,,,,,,,,,,,,,,,
885,3/8/2013,,,,,,"2,735.67",0.46%,167.46,167.46,0,,,,,,,,,,,,,,,
886,3/11/2013,,,,,,"2,744.81",0.33%,168.02,168.02,0,,,,,,,,,,,,,,,
887,3/12/2013,,,,,,"2,738.35",-0.24%,167.62,168.02,0.4,,,,,,,,,,,,,,,
888,3/13/2013,,,,,,"2,742.87",0.17%,167.9,168.02,0.4,,,,,,,,,,,,,,,
889,3/14/2013,,,,,,"2,758.30",0.56%,168.84,168.84,0,0.4,0.23%,,,,,,,,,,,,,
890,3/15/2013,,,,,,"2,753.82",-0.16%,168.57,168.84,0.27,,,,,,,,,,,,,,,
891,3/18/2013,,,,,,"2,738.68",-0.55%,167.64,168.84,1.2,,,,,,,,,,,,,,,
892,3/19/2013,,,,,,"2,732.09",-0.24%,167.24,168.84,1.6,,,,,,,,,,,,,,,
893,3/20/2013,,,,,,"2,750.42",0.67%,168.36,168.84,1.6,,,,,,,,,,,,,,,
894,3/21/2013,,,,,,"2,727.69",-0.83%,166.97,168.84,1.87,,,,,,,,,,,,,,,
895,3/22/2013,,,,,,"2,747.25",0.72%,168.17,168.84,1.87,,,,,,,,,,,,,,,
896,3/25/2013,,,,,,"2,738.08",-0.33%,167.61,168.84,1.87,,,,,,,,,,,,,,,
897,3/26/2013,,,,,,"2,760.32",0.81%,168.97,168.97,0,1.87,1.11%,,,,,,,,,,,,,
898,3/27/2013,,,,,,"2,758.85",-0.05%,168.88,168.97,0.09,,,,,,,,,,,,,,,
899,3/28/2013,,,,,,"2,770.05",0.41%,169.56,169.56,0,0.09,0.05%,,,,,,,,,,,,,
900,4/1/2013,,,,,,"2,757.83",-0.44%,168.82,169.56,0.75,,,,,,,,,,,,,,,
901,4/2/2013,,,,,,"2,772.11",0.52%,169.69,169.69,0,0.75,0.44%,,,,,,,,,,,,,
902,4/3/2013,,,,,,"2,743.38",-1.04%,167.93,169.69,1.76,,,,,,,,,,,,,,,
903,4/4/2013,,,,,,"2,754.67",0.41%,168.62,169.69,1.76,,,,,,,,,,,,,,,
904,4/5/2013,,,,,,"2,742.86",-0.43%,167.9,169.69,1.79,,,,,,,,,,,,,,,
905,4/8/2013,,,,,,"2,761.05",0.66%,169.01,169.69,1.79,,,,,,,,,,,,,,,
906,4/9/2013,,,,,,"2,770.84",0.35%,169.61,169.69,1.79,,,,,,,,,,,,,,,
907,4/10/2013,,,,,,"2,804.81",1.23%,171.69,171.69,0,1.79,1.04%,,,,,,,,,,,,,
908,4/11/2013,,,,,,"2,815.02",0.36%,172.32,172.32,0,,,,,,,,,,,,,,,
909,4/12/2013,,,,,,"2,807.10",-0.28%,171.83,172.32,0.48,,,,,,,,,,,,,,,
910,4/15/2013,,,,,,"2,742.63",-2.30%,167.89,172.32,4.43,,,,,,,,,,,,,,,
911,4/16/2013,,,,,,"2,781.86",1.43%,170.29,172.32,4.43,,,,,,,,,,,,,,,
912,4/17/2013,,,,,,"2,742.01",-1.43%,167.85,172.32,4.47,,,,,,,,,,,,,,,
913,4/18/2013,,,,,,"2,723.72",-0.67%,166.73,172.32,5.59,,,,,,,,,,,,,,,
914,4/19/2013,,,,,,"2,747.94",0.89%,168.21,172.32,5.59,,,,,,,,,,,,,,,
915,4/22/2013,,,,,,"2,760.80",0.47%,169,172.32,5.59,,,,,,,,,,,,,,,
916,4/23/2013,,,,,,"2,789.56",1.04%,170.76,172.32,5.59,,,,,,,,,,,,,,,
917,4/24/2013,,,,,,"2,789.93",0.01%,170.78,172.32,5.59,,,,,,,,,,,,,,,
918,4/25/2013,,,,,,"2,801.28",0.41%,171.48,172.32,5.59,,,,,,,,,,,,,,,
919,4/26/2013,,,,,,"2,796.24",-0.18%,171.17,172.32,5.59,,,,,,,,,,,,,,,
920,4/29/2013,,,,,,"2,816.39",0.72%,172.4,172.4,0,5.59,3.24%,,,,,,,,,,,,,
921,4/30/2013,,,,,,"2,823.42",0.25%,172.83,172.83,0,,,,,,,,,,,,,,,
922,5/1/2013,,,,,,"2,797.28",-0.93%,171.23,172.83,1.6,,,,,,,,,,,,,,,
923,5/2/2013,,,,,,"2,823.82",0.95%,172.86,172.86,0,1.6,0.93%,,,,,,,,,,,,,
924,5/3/2013,,,,,,"2,853.88",1.06%,174.7,174.7,0,,,,,,,,,,,,,,,
925,5/6/2013,,,,,,"2,859.34",0.19%,175.03,175.03,0,,,,,,,,,,,,,,,
926,5/7/2013,,,,,,"2,874.46",0.53%,175.96,175.96,0,,,,,,,,,,,,,,,
927,5/8/2013,,,,,,"2,887.61",0.46%,176.76,176.76,0,,,,,,,,,,,,,,,
928,5/9/2013,,,,,,"2,878.30",-0.32%,176.19,176.76,0.57,,,,,,,,,,,,,,,
929,5/10/2013,,,,,,"2,890.77",0.43%,176.95,176.95,0,0.57,0.32%,,,,,,,,,,,,,
930,5/13/2013,,,,,,"2,891.17",0.01%,176.98,176.98,0,,,,,,,,,,,,,,,
931,5/14/2013,,,,,,"2,921.12",1.04%,178.81,178.81,0,,,,,,,,,,,,,,,
932,5/15/2013,,,,,,"2,936.98",0.54%,179.78,179.78,0,,,,,,,,,,,,,,,
933,5/16/2013,,,,,,"2,922.40",-0.50%,178.89,179.78,0.89,,,,,,,,,,,,,,,
934,5/17/2013,,,,,,"2,952.56",1.03%,180.74,180.74,0,0.89,0.49%,,,,,,,,,,,,,
935,5/20/2013,,,,,,"2,950.53",-0.07%,180.61,180.74,0.12,,,,,,,,,,,,,,,
936,5/21/2013,,,,,,"2,955.69",0.17%,180.93,180.93,0,0.12,0.07%,,,,,,,,,,,,,
937,5/22/2013,,,,,,"2,931.58",-0.82%,179.45,180.93,1.48,,,,,,,,,,,,,,,
938,5/23/2013,,,,,,"2,923.43",-0.28%,178.95,180.93,1.97,,,,,,,,,,,,,,,
939,5/24/2013,,,,,,"2,921.88",-0.05%,178.86,180.93,2.07,,,,,,,,,,,,,,,
940,5/28/2013,,,,,,"2,940.45",0.64%,179.99,180.93,2.07,,,,,,,,,,,,,,,
941,5/29/2013,,,,,,"2,920.18",-0.69%,178.75,180.93,2.17,,,,,,,,,,,,,,,
942,5/30/2013,,,,,,"2,931.39",0.38%,179.44,180.93,2.17,,,,,,,,,,,,,,,
943,5/31/2013,,,,,,"2,889.46",-1.43%,176.87,180.93,4.05,,,,,,,,,,,,,,,
944,6/3/2013,,,,,,"2,906.91",0.60%,177.94,180.93,4.05,,,,,,,,,,,,,,,
945,6/4/2013,,,,,,"2,891.02",-0.55%,176.97,180.93,4.05,,,,,,,,,,,,,,,
946,6/5/2013,,,,,,"2,851.89",-1.35%,174.57,180.93,6.35,,,,,,,,,,,,,,,
947,6/6/2013,,,,,,"2,876.50",0.86%,176.08,180.93,6.35,,,,,,,,,,,,,,,
948,6/7/2013,,,,,,"2,913.46",1.28%,178.34,180.93,6.35,,,,,,,,,,,,,,,
949,6/10/2013,,,,,,"2,912.63",-0.03%,178.29,180.93,6.35,,,,,,,,,,,,,,,
950,6/11/2013,,,,,,"2,883.07",-1.01%,176.48,180.93,6.35,,,,,,,,,,,,,,,
951,6/12/2013,,,,,,"2,859.62",-0.81%,175.05,180.93,6.35,,,,,,,,,,,,,,,
952,6/13/2013,,,,,,"2,902.32",1.49%,177.66,180.93,6.35,,,,,,,,,,,,,,,
953,6/14/2013,,,,,,"2,885.24",-0.59%,176.62,180.93,6.35,,,,,,,,,,,,,,,
954,6/17/2013,,,,,,"2,907.12",0.76%,177.95,180.93,6.35,,,,,,,,,,,,,,,
955,6/18/2013,,,,,,"2,929.81",0.78%,179.34,180.93,6.35,,,,,,,,,,,,,,,
956,6/19/2013,,,,,,"2,889.25",-1.38%,176.86,180.93,6.35,,,,,,,,,,,,,,,
957,6/20/2013,,,,,,"2,817.44",-2.49%,172.46,180.93,8.46,,,,,,,,,,,,,,,
958,6/21/2013,,,,,,"2,824.97",0.27%,172.93,180.93,8.46,,,,,,,,,,,,,,,
959,6/24/2013,,,,,,"2,790.66",-1.21%,170.83,180.93,10.1,,,,,,,,,,,,,,,
960,6/25/2013,,,,,,"2,817.44",0.96%,172.46,180.93,10.1,,,,,,,,,,,,,,,
961,6/26/2013,,,,,,"2,845.04",0.98%,174.15,180.93,10.1,,,,,,,,,,,,,,,
962,6/27/2013,,,,,,"2,862.92",0.63%,175.25,180.93,10.1,,,,,,,,,,,,,,,
963,6/28/2013,,,,,,"2,850.66",-0.43%,174.5,180.93,10.1,,,,,,,,,,,,,,,
964,7/1/2013,,,,,,"2,866.41",0.55%,175.46,180.93,10.1,,,,,,,,,,,,,,,
965,7/2/2013,,,,,,"2,865.48",-0.03%,175.41,180.93,10.1,,,,,,,,,,,,,,,
966,7/3/2013,,,,,,"2,867.85",0.08%,175.55,180.93,10.1,,,,,,,,,,,,,,,
967,7/5/2013,,,,,,"2,897.12",1.02%,177.34,180.93,10.1,,,,,,,,,,,,,,,
968,7/8/2013,,,,,,"2,913.20",0.56%,178.33,180.93,10.1,,,,,,,,,,,,,,,
969,7/9/2013,,,,,,"2,934.31",0.72%,179.62,180.93,10.1,,,,,,,,,,,,,,,
970,7/10/2013,,,,,,"2,934.97",0.02%,179.66,180.93,10.1,,,,,,,,,,,,,,,
971,7/11/2013,,,,,,"2,975.06",1.37%,182.11,182.11,0,10.1,5.55%,,,,,,,,,,,,,
972,7/12/2013,,,,,,"2,984.24",0.31%,182.68,182.68,0,,,,,,,,,,,,,,,
973,7/15/2013,,,,,,"2,988.35",0.14%,182.93,182.93,0,,,,,,,,,,,,,,,
974,7/16/2013,,,,,,"2,977.26",-0.37%,182.25,182.93,0.68,,,,,,,,,,,,,,,
975,7/17/2013,,,,,,"2,985.85",0.29%,182.77,182.93,0.68,,,,,,,,,,,,,,,
976,7/18/2013,,,,,,"3,001.21",0.51%,183.71,183.71,0,0.68,0.37%,,,,,,,,,,,,,
977,7/19/2013,,,,,,"3,006.13",0.16%,184.02,184.02,0,,,,,,,,,,,,,,,
978,7/22/2013,,,,,,"3,012.30",0.21%,184.39,184.39,0,,,,,,,,,,,,,,,
979,7/23/2013,,,,,,"3,006.72",-0.19%,184.05,184.39,0.34,,,,,,,,,,,,,,,
980,7/24/2013,,,,,,"2,995.30",-0.38%,183.35,184.39,1.04,,,,,,,,,,,,,,,
981,7/25/2013,,,,,,"3,003.01",0.26%,183.82,184.39,1.04,,,,,,,,,,,,,,,
982,7/26/2013,,,,,,"3,005.51",0.08%,183.98,184.39,1.04,,,,,,,,,,,,,,,
983,7/29/2013,,,,,,"2,994.45",-0.37%,183.3,184.39,1.09,,,,,,,,,,,,,,,
984,7/30/2013,,,,,,"2,995.68",0.04%,183.38,184.39,1.09,,,,,,,,,,,,,,,
985,7/31/2013,,,,,,"2,995.72",0.00%,183.38,184.39,1.09,,,,,,,,,,,,,,,
986,8/1/2013,,,,,,"3,033.59",1.26%,185.7,185.7,0,1.09,0.59%,,,,,,,,,,,,,
987,8/2/2013,,,,,,"3,038.63",0.17%,186,186,0,,,,,,,,,,,,,,,
988,8/5/2013,,,,,,"3,034.43",-0.14%,185.75,186,0.26,,,,,,,,,,,,,,,
989,8/6/2013,,,,,,"3,017.16",-0.57%,184.69,186,1.31,,,,,,,,,,,,,,,
990,8/7/2013,,,,,,"3,006.63",-0.35%,184.05,186,1.96,,,,,,,,,,,,,,,
991,8/8/2013,,,,,,"3,019.00",0.41%,184.8,186,1.96,,,,,,,,,,,,,,,
992,8/9/2013,,,,,,"3,008.79",-0.34%,184.18,186,1.96,,,,,,,,,,,,,,,
993,8/12/2013,,,,,,"3,005.42",-0.11%,183.97,186,2.03,,,,,,,,,,,,,,,
994,8/13/2013,,,,,,"3,014.43",0.30%,184.52,186,2.03,,,,,,,,,,,,,,,
995,8/14/2013,,,,,,"2,999.42",-0.50%,183.6,186,2.4,,,,,,,,,,,,,,,
996,8/15/2013,,,,,,"2,957.08",-1.41%,181.01,186,4.99,,,,,,,,,,,,,,,
997,8/16/2013,,,,,,"2,947.46",-0.33%,180.42,186,5.58,,,,,,,,,,,,,,,
998,8/19/2013,,,,,,"2,930.27",-0.58%,179.37,186,6.63,,,,,,,,,,,,,,,
999,8/20/2013,,,,,,"2,941.58",0.39%,180.06,186,6.63,,,,,,,,,,,,,,,
"1,000",8/21/2013,,,,,,"2,924.73",-0.57%,179.03,186,6.97,,,,,,,,,,,,,,,
"1,001",8/22/2013,,,,,,"2,949.96",0.86%,180.58,186,6.97,,,,,,,,,,,,,,,
