price,date,split_ratio,tri,shares_owned,tri_2,tri_2,dividend_value,,,,
0.2,6/15/1982,1,46.54,236.57,93.08,186.16,,,,,186.16
0.2,6/16/1982,1,46.54,236.57,93.08,186.16,,,,,186.16
0.19,6/17/1982,1,45.67,236.57,91.34,182.68,,,,,182.68
0.19,6/18/1982,1,44.77,236.57,89.54,179.08,,,,,179.08
0.19,6/21/1982,1,44.77,236.57,89.54,179.08,,,,,179.08
0.2,6/22/1982,1,46.54,236.57,93.08,186.16,,,,,186.16
0.2,6/23/1982,1,47.83,236.57,95.66,191.32,,,,,191.32
0.2,6/24/1982,1,47.83,236.57,95.66,191.32,,,,,191.32
0.19,6/25/1982,1,46.09,236.57,92.18,184.36,,,,,184.36
0.19,6/28/1982,1,45.67,236.57,91.34,182.68,,,,,182.68
0.19,6/29/1982,1,44.35,236.57,88.7,177.4,,,,,177.4
0.19,6/30/1982,1,44.35,236.57,88.7,177.4,,,,,177.4
0.19,7/1/1982,1,43.93,236.57,87.86,175.72,,,,,175.72
0.18,7/2/1982,1,41.74,236.57,83.48,166.96,,,,,166.96
0.17,7/6/1982,1,40,236.57,80,160,,,,,160
0.17,7/7/1982,1,40,236.57,80,160,,,,,160
0.16,7/8/1982,1,38.26,236.57,76.52,153.04,,,,,153.04
0.17,7/9/1982,1,39.55,236.57,79.1,158.2,,,,,158.2
0.17,7/12/1982,1,40.45,236.57,80.9,161.8,,,,,161.8
0.18,7/13/1982,1,43.03,236.57,86.06,172.12,,,,,172.12
0.18,7/14/1982,1,43.48,236.57,86.96,173.92,,,,,173.92
0.19,7/15/1982,1,44.35,236.57,88.7,177.4,,,,,177.4
0.19,7/16/1982,1,46.09,236.57,92.18,184.36,,,,,184.36
0.2,7/19/1982,1,46.54,236.57,93.08,186.16,,,,,186.16
0.21,7/20/1982,1,49.57,236.57,99.14,198.28,,,,,198.28
0.21,7/21/1982,1,49.57,236.57,99.14,198.28,,,,,198.28
0.21,7/22/1982,1,50.02,236.57,100.04,200.08,,,,,200.08
0.21,7/23/1982,1,49.11,236.57,98.22,196.44,,,,,196.44
0.2,7/26/1982,1,46.96,236.57,93.92,187.84,,,,,187.84
0.2,7/27/1982,1,46.96,236.57,93.92,187.84,,,,,187.84
0.19,7/28/1982,1,44.77,236.57,89.54,179.08,,,,,179.08
0.2,7/29/1982,1,46.54,236.57,93.08,186.16,,,,,186.16
0.2,7/30/1982,1,46.96,236.57,93.92,187.84,,,,,187.84
0.2,8/2/1982,1,48.28,236.57,96.56,193.12,,,,,193.12
0.19,8/3/1982,1,45.22,236.57,90.44,180.88,,,,,180.88
0.19,8/4/1982,1,44.77,236.57,89.54,179.08,,,,,179.08
0.18,8/5/1982,1,43.03,236.57,86.06,172.12,,,,,172.12
0.18,8/6/1982,1,42.61,236.57,85.22,170.44,,,,,170.44
0.18,8/9/1982,1,43.03,236.57,86.06,172.12,,,,,172.12
0.19,8/10/1982,1,45.67,236.57,91.34,182.68,,,,,182.68
0.19,8/11/1982,1,46.09,236.57,92.18,184.36,,,,,184.36
0.19,8/12/1982,1,45.67,236.57,91.34,182.68,,,,,182.68
0.19,8/13/1982,1,45.67,236.57,91.34,182.68,,,,,182.68
0.2,8/16/1982,1,46.54,236.57,93.08,186.16,,,,,186.16
0.21,8/17/1982,1,49.57,236.57,99.14,198.28,,,,,198.28
0.21,8/18/1982,1,49.57,236.57,99.14,198.28,,,,,198.28
0.21,8/19/1982,1,50.02,236.57,100.04,200.08,,,,,200.08
0.22,8/20/1982,1,51.3,236.57,102.6,205.2,,,,,
0.23,8/23/1982,1,53.46,236.57,106.92,213.84,,,,,
0.24,8/24/1982,1,56.1,236.57,112.2,224.4,,,,,
0.25,8/25/1982,1,60,236.57,120,240,,,,,
0.26,8/26/1982,1,61.74,236.57,123.48,246.96,,,,,
0.25,8/27/1982,1,58.71,236.57,117.42,234.84,,,,,
0.25,8/30/1982,1,59.55,236.57,119.1,238.2,,,,,
0.26,8/31/1982,1,62.61,236.57,125.22,250.44,,,,,
0.26,9/1/1982,1,60.87,236.57,121.74,243.48,,,,,
0.27,9/2/1982,1,63.48,236.57,126.96,253.92,,,,,
0.27,9/3/1982,1,63.9,236.57,127.8,255.6,,,,,
0.26,9/7/1982,1,60.45,236.57,120.9,241.8,,,,,
0.26,9/8/1982,1,62.61,236.57,125.22,250.44,,,,,
0.26,9/9/1982,1,61.29,236.57,122.58,245.16,,,,,
0.27,9/10/1982,1,63.03,236.57,126.06,252.12,,,,,
0.27,9/13/1982,1,63.48,236.57,126.96,253.92,,,,,
0.28,9/14/1982,1,65.63,236.57,131.26,262.52,,,,,
0.28,9/15/1982,1,65.22,236.57,130.44,260.88,,,,,
0.27,9/16/1982,1,63.03,236.57,126.06,252.12,,,,,
0.26,9/17/1982,1,61.74,236.57,123.48,246.96,,,,,
0.26,9/20/1982,1,62.19,236.57,124.38,248.76,,,,,
0.27,9/21/1982,1,63.48,236.57,126.96,253.92,,,,,
0.28,9/22/1982,1,65.22,236.57,130.44,260.88,,,,,
0.28,9/23/1982,1,65.22,236.57,130.44,260.88,,,,,
0.27,9/24/1982,1,63.03,236.57,126.06,252.12,,,,,
0.27,9/27/1982,1,63.03,236.57,126.06,252.12,,,,,
0.27,9/28/1982,1,63.9,236.57,127.8,255.6,,,,,
0.27,9/29/1982,1,63.9,236.57,127.8,255.6,,,,,
0.27,9/30/1982,1,63.48,236.57,126.96,253.92,,,,,
0.27,10/1/1982,1,64.35,236.57,128.7,257.4,,,,,
0.28,10/4/1982,1,65.22,236.57,130.44,260.88,,,,,
0.28,10/5/1982,1,65.63,236.57,131.26,262.52,,,,,
0.3,10/6/1982,1,70.43,236.57,140.86,281.72,,,,,
0.32,10/7/1982,1,76.07,236.57,152.14,304.28,,,,,
0.35,10/8/1982,1,81.74,236.57,163.48,326.96,,,,,
0.35,10/11/1982,1,83.48,236.57,166.96,333.92,,,,,
0.34,10/12/1982,1,80.87,236.57,161.74,323.48,,,,,
0.35,10/13/1982,1,81.74,236.57,163.48,326.96,,,,,
0.35,10/14/1982,1,82.19,236.57,164.38,328.76,,,,,
0.34,10/15/1982,1,80,236.57,160,320,,,,,
0.35,10/18/1982,1,81.74,236.57,163.48,326.96,,,,,
0.35,10/19/1982,1,83.48,236.57,166.96,333.92,,,,,
0.37,10/20/1982,1,88.24,236.57,176.48,352.96,,,,,
0.38,10/21/1982,1,90.43,236.57,180.86,361.72,,,,,
0.38,10/22/1982,1,89.98,236.57,179.96,359.92,,,,,
0.36,10/25/1982,1,84.8,236.57,169.6,339.2,,,,,
0.36,10/26/1982,1,85.22,236.57,170.44,340.88,,,,,
0.37,10/27/1982,1,87.37,236.57,174.74,349.48,,,,,
0.37,10/28/1982,1,87.37,236.57,174.74,349.48,,,,,
0.37,10/29/1982,1,88.24,236.57,176.48,352.96,,,,,
0.39,11/1/1982,1,93.04,236.57,186.08,372.16,,,,,
0.42,11/2/1982,1,99.55,236.57,199.1,398.2,,,,,
0.45,11/3/1982,1,106.96,236.57,213.92,427.84,,,,,
0.46,11/4/1982,1,107.83,236.57,215.66,431.32,,,,,
0.44,11/5/1982,1,104.8,236.57,209.6,419.2,,,,,
0.42,11/8/1982,1,100.42,236.57,200.84,401.68,,,,,
0.44,11/9/1982,1,103.9,236.57,207.8,415.6,,,,,
0.46,11/10/1982,1,107.83,236.57,215.66,431.32,,,,,
0.49,11/11/1982,1,114.78,236.57,229.56,459.12,,,,,
0.48,11/12/1982,1,112.59,236.57,225.18,450.36,,,,,
0.46,11/15/1982,1,109.98,236.57,219.96,439.92,,,,,
0.44,11/16/1982,1,104.35,236.57,208.7,417.4,,,,,
0.46,11/17/1982,1,109.15,236.57,218.3,436.6,,,,,
0.46,11/18/1982,1,109.15,236.57,218.3,436.6,,,,,
0.45,11/19/1982,1,107.41,236.57,214.82,429.64,,,,,
0.41,11/22/1982,1,97.81,236.57,195.62,391.24,,,,,
0.42,11/23/1982,1,100.42,236.57,200.84,401.68,,,,,
0.43,11/24/1982,1,102.61,236.57,205.22,410.44,,,,,
0.43,11/26/1982,1,100.87,236.57,201.74,403.48,,,,,
0.42,11/29/1982,1,100.42,236.57,200.84,401.68,,,,,
0.47,11/30/1982,1,110.89,236.57,221.78,443.56,,,,,
0.48,12/1/1982,1,113.04,236.57,226.08,452.16,,,,,
0.48,12/2/1982,1,113.04,236.57,226.08,452.16,,,,,
0.47,12/3/1982,1,110.43,236.57,220.86,441.72,,,,,
0.49,12/6/1982,1,116.52,236.57,233.04,466.08,,,,,
0.5,12/7/1982,1,117.81,236.57,235.62,471.24,,,,,
0.49,12/8/1982,1,115.23,236.57,230.46,460.92,,,,,
0.46,12/9/1982,1,109.57,236.57,219.14,438.28,,,,,
0.43,12/10/1982,1,101.74,236.57,203.48,406.96,,,,,
0.42,12/13/1982,1,99.55,236.57,199.1,398.2,,,,,
0.42,12/14/1982,1,98.71,236.57,197.42,394.84,,,,,
0.42,12/15/1982,1,98.26,236.57,196.52,393.04,,,,,
0.42,12/16/1982,1,100,236.57,200,400,,,,,
0.44,12/17/1982,1,104.8,236.57,209.6,419.2,,,,,
0.44,12/20/1982,1,104.35,236.57,208.7,417.4,,,,,
0.44,12/21/1982,1,105.22,236.57,210.44,420.88,,,,,
0.46,12/22/1982,1,108.24,236.57,216.48,432.96,,,,,
0.47,12/23/1982,1,111.3,236.57,222.6,445.2,,,,,
0.48,12/27/1982,1,113.91,236.57,227.82,455.64,,,,,
0.48,12/28/1982,1,113.04,236.57,226.08,452.16,,,,,
0.46,12/29/1982,1,109.15,236.57,218.3,436.6,,,,,
0.44,12/30/1982,1,104.35,236.57,208.7,417.4,,,,,
0.44,12/31/1982,1,103.9,236.57,207.8,415.6,,,,,
0.42,1/3/1983,1,99.13,236.57,198.26,396.52,,,,,
0.44,1/4/1983,1,104.8,236.57,209.6,419.2,,,,,
0.44,1/5/1983,1,105.22,236.57,210.44,420.88,,,,,
0.43,1/6/1983,1,101.32,236.57,202.64,405.28,,,,,
0.4,1/7/1983,1,95.65,236.57,191.3,382.6,,,,,
0.42,1/10/1983,1,100,236.57,200,400,,,,,
0.43,1/11/1983,1,101.32,236.57,202.64,405.28,,,,,
0.45,1/12/1983,1,106.96,236.57,213.92,427.84,,,,,
0.45,1/13/1983,1,106.96,236.57,213.92,427.84,,,,,
0.49,1/14/1983,1,114.78,236.57,229.56,459.12,,,,,
0.5,1/17/1983,1,118.71,236.57,237.42,474.84,,,,,
0.49,1/18/1983,1,116.07,236.57,232.14,464.28,,,,,
0.49,1/19/1983,1,116.97,236.57,233.94,467.88,,,,,
0.55,1/20/1983,1,129.98,236.57,259.96,519.92,,,,,
0.55,1/21/1983,1,129.98,236.57,259.96,519.92,,,,,
0.52,1/24/1983,1,122.61,236.57,245.22,490.44,,,,,
0.54,1/25/1983,1,127.41,236.57,254.82,509.64,,,,,
0.56,1/26/1983,1,132.59,236.57,265.18,530.36,,,,,
0.6,1/27/1983,1,141.74,236.57,283.48,566.96,,,,,
0.6,1/28/1983,1,142.61,236.57,285.22,570.44,,,,,
0.6,1/31/1983,1,142.16,236.57,284.32,568.64,,,,,
0.61,2/1/1983,1,145.22,236.57,290.44,580.88,,,,,
0.63,2/2/1983,1,149.11,236.57,298.22,596.44,,,,,
0.66,2/3/1983,1,155.23,236.57,310.46,620.92,,,,,
0.65,2/4/1983,1,153.04,236.57,306.08,612.16,,,,,
0.62,2/7/1983,1,146.96,236.57,293.92,587.84,,,,,
0.62,2/8/1983,1,145.67,236.57,291.34,582.68,,,,,
0.62,2/9/1983,1,146.96,236.57,293.92,587.84,,,,,
0.66,2/10/1983,1,156.52,236.57,313.04,626.08,,,,,
0.68,2/11/1983,1,161.74,236.57,323.48,646.96,,,,,
0.68,2/14/1983,1,160.87,236.57,321.74,643.48,,,,,
0.67,2/15/1983,1,157.84,236.57,315.68,631.36,,,,,
0.65,2/16/1983,1,154.78,236.57,309.56,619.12,,,,,
0.65,2/17/1983,1,153.04,236.57,306.08,612.16,,,,,
0.67,2/18/1983,1,157.84,236.57,315.68,631.36,,,,,
0.68,2/22/1983,1,161.74,236.57,323.48,646.96,,,,,
0.69,2/23/1983,1,163.03,236.57,326.06,652.12,,,,,
0.71,2/24/1983,1,167.41,236.57,334.82,669.64,,,,,
0.69,2/25/1983,1,162.61,236.57,325.22,650.44,,,,,
0.67,2/28/1983,1,158.68,236.57,317.36,634.72,,,,,
0.68,3/1/1983,1,161.29,236.57,322.58,645.16,,,,,
0.69,3/2/1983,1,162.61,236.57,325.22,650.44,,,,,
0.67,3/3/1983,1,157.39,236.57,314.78,629.56,,,,,
0.66,3/4/1983,1,155.23,236.57,310.46,620.92,,,,,
0.64,3/7/1983,1,152.17,236.57,304.34,608.68,,,,,
0.62,3/8/1983,1,147.41,236.57,294.82,589.64,,,,,
0.64,3/9/1983,1,151.76,236.57,303.52,607.04,,,,,
0.63,3/10/1983,1,149.57,236.57,299.14,598.28,,,,,
0.62,3/11/1983,1,147.41,236.57,294.82,589.64,,,,,
0.61,3/14/1983,1,143.93,236.57,287.86,575.72,,,,,
0.62,3/15/1983,1,146.09,236.57,292.18,584.36,,,,,
0.62,3/16/1983,1,146.09,236.57,292.18,584.36,,,,,
0.62,3/17/1983,1,147.41,236.57,294.82,589.64,,,,,
0.63,3/18/1983,1,149.57,236.57,299.14,598.28,,,,,
0.65,3/21/1983,1,153.04,236.57,306.08,612.16,,,,,
0.65,3/22/1983,1,154.78,236.57,309.56,619.12,,,,,
0.62,3/23/1983,1,147.41,236.57,294.82,589.64,,,,,
0.63,3/24/1983,1,150.02,236.57,300.04,600.08,,,,,
0.63,3/25/1983,1,150.02,236.57,300.04,600.08,,,,,
0.62,3/28/1983,1,147.83,236.57,295.66,591.32,,,,,
0.64,3/29/1983,1,152.17,236.57,304.34,608.68,,,,,
0.65,3/30/1983,1,153.91,236.57,307.82,615.64,,,,,
0.62,3/31/1983,1,146.96,236.57,293.92,587.84,,,,,
0.6,4/4/1983,1,143.06,236.57,286.12,572.24,,,,,
0.59,4/5/1983,1,140.42,236.57,280.84,561.68,,,,,
0.59,4/6/1983,1,139.13,236.57,278.26,556.52,,,,,
0.58,4/7/1983,1,137.84,236.57,275.68,551.36,,,,,
0.58,4/8/1983,1,136.94,236.57,273.88,547.76,,,,,
0.61,4/11/1983,1,144.77,236.57,289.54,579.08,,,,,
0.62,4/12/1983,1,147.83,236.57,295.66,591.32,,,,,
0.65,4/13/1983,1,153.04,236.57,306.08,612.16,,,,,
0.66,4/14/1983,1,156.52,236.57,313.04,626.08,,,,,
0.67,4/15/1983,1,159.13,236.57,318.26,636.52,,,,,
0.69,4/18/1983,1,163.48,236.57,326.96,653.92,,,,,
0.68,4/19/1983,1,161.74,236.57,323.48,646.96,,,,,
0.74,4/20/1983,1,176.1,236.57,352.2,704.4,,,,,
0.76,4/21/1983,1,180.87,236.57,361.74,723.48,,,,,
0.75,4/22/1983,1,177.39,236.57,354.78,709.56,,,,,
0.71,4/25/1983,1,169.11,236.57,338.22,676.44,,,,,
0.74,4/26/1983,1,173.91,236.57,347.82,695.64,,,,,
0.73,4/27/1983,1,172.17,236.57,344.34,688.68,,,,,
0.74,4/28/1983,1,173.91,236.57,347.82,695.64,,,,,
0.74,4/29/1983,1,175.65,236.57,351.3,702.6,,,,,
0.72,5/2/1983,1,170.43,236.57,340.86,681.72,,,,,
0.71,5/3/1983,1,168.7,236.57,337.4,674.8,,,,,
0.76,5/4/1983,1,179.13,236.57,358.26,716.52,,,,,
0.81,5/5/1983,1,190.85,236.57,381.7,763.4,,,,,
0.81,5/6/1983,1,191.76,236.57,383.52,767.04,,,,,
0.8,5/9/1983,1,189.11,236.57,378.22,756.44,,,,,
0.8,5/10/1983,1,190.43,236.57,380.86,761.72,,,,,
0.78,5/11/1983,1,185.63,236.57,371.26,742.52,,,,,
0.78,5/12/1983,1,183.93,236.57,367.86,735.72,,,,,
0.78,5/13/1983,1,184.77,236.57,369.54,739.08,,,,,
0.76,5/16/1983,1,180,236.57,360,720,,,,,
0.76,5/17/1983,1,180.45,236.57,360.9,721.8,,,,,
0.77,5/18/1983,1,182.61,236.57,365.22,730.44,,,,,
0.8,5/19/1983,1,188.28,236.57,376.56,753.12,,,,,
0.84,5/20/1983,1,197.81,236.57,395.62,791.24,,,,,
0.85,5/23/1983,1,200,236.57,400,800,,,,,
0.89,5/24/1983,1,210.43,236.57,420.86,841.72,,,,,
0.88,5/25/1983,1,208.7,236.57,417.4,834.8,,,,,
0.87,5/26/1983,1,206.54,236.57,413.08,826.16,,,,,
0.87,5/27/1983,1,206.54,236.57,413.08,826.16,,,,,
0.85,5/31/1983,1,200.87,236.57,401.74,803.48,,,,,
0.85,6/1/1983,1,202.19,236.57,404.38,808.76,,,,,
0.86,6/2/1983,1,203.48,236.57,406.96,813.92,,,,,
0.9,6/3/1983,1,213.46,236.57,426.92,853.84,,,,,
0.92,6/6/1983,1,218.26,236.57,436.52,873.04,,,,,
0.89,6/7/1983,1,210.89,236.57,421.78,843.56,,,,,
0.88,6/8/1983,1,208.28,236.57,416.56,833.12,,,,,
0.87,6/9/1983,1,206.96,236.57,413.92,827.84,,,,,
0.87,6/10/1983,1,206.09,236.57,412.18,824.36,,,,,
0.84,6/13/1983,1,199.13,236.57,398.26,796.52,,,,,
0.82,6/14/1983,1,194.78,236.57,389.56,779.12,,,,,
0.8,6/15/1983,1,189.11,236.57,378.22,756.44,,,,,
0.84,6/16/1983,1,199.13,236.57,398.26,796.52,,,,,
0.83,6/17/1983,1,195.2,236.57,390.4,780.8,,,,,
0.78,6/20/1983,1,185.63,236.57,371.26,742.52,,,,,
0.79,6/21/1983,1,186.96,236.57,373.92,747.84,,,,,
0.81,6/22/1983,1,192.63,236.57,385.26,770.52,,,,,
0.79,6/23/1983,1,186.54,236.57,373.08,746.16,,,,,
0.78,6/24/1983,1,185.22,236.57,370.44,740.88,,,,,
0.74,6/27/1983,1,175.2,236.57,350.4,700.8,,,,,
0.69,6/28/1983,1,163.03,236.57,326.06,652.12,,,,,
0.72,6/29/1983,1,170.85,236.57,341.7,683.4,,,,,
0.72,6/30/1983,1,170.02,236.57,340.04,680.08,,,,,
0.72,7/1/1983,1,171.3,236.57,342.6,685.2,,,,,
0.69,7/5/1983,1,164.35,236.57,328.7,657.4,,,,,
0.7,7/6/1983,1,164.77,236.57,329.54,659.08,,,,,
0.69,7/7/1983,1,162.61,236.57,325.22,650.44,,,,,
0.68,7/8/1983,1,160.87,236.57,321.74,643.48,,,,,
0.7,7/11/1983,1,165.22,236.57,330.44,660.88,,,,,
0.68,7/12/1983,1,161.29,236.57,322.58,645.16,,,,,
0.68,7/13/1983,1,160.42,236.57,320.84,641.68,,,,,
0.68,7/14/1983,1,160,236.57,320,640,,,,,
0.65,7/15/1983,1,154.33,236.57,308.66,617.32,,,,,
0.65,7/18/1983,1,153.91,236.57,307.82,615.64,,,,,
0.64,7/19/1983,1,152.17,236.57,304.34,608.68,,,,,
0.61,7/20/1983,1,143.48,236.57,286.96,573.92,,,,,
0.64,7/21/1983,1,150.85,236.57,301.7,603.4,,,,,
0.64,7/22/1983,1,152.17,236.57,304.34,608.68,,,,,
0.63,7/25/1983,1,150.02,236.57,300.04,600.08,,,,,
0.58,7/26/1983,1,136.07,236.57,272.14,544.28,,,,,
0.53,7/27/1983,1,126.09,236.57,252.18,504.36,,,,,
0.5,7/28/1983,1,118.26,236.57,236.52,473.04,,,,,
0.51,7/29/1983,1,121.32,236.57,242.64,485.28,,,,,
0.51,8/1/1983,1,120,236.57,240,480,,,,,
0.51,8/2/1983,1,119.58,236.57,239.16,478.32,,,,,
0.51,8/3/1983,1,121.32,236.57,242.64,485.28,,,,,
0.49,8/4/1983,1,115.65,236.57,231.3,462.6,,,,,
0.5,8/5/1983,1,117.81,236.57,235.62,471.24,,,,,
0.5,8/8/1983,1,118.26,236.57,236.52,473.04,,,,,
0.51,8/9/1983,1,119.58,236.57,239.16,478.32,,,,,
0.5,8/10/1983,1,119.13,236.57,238.26,476.52,,,,,
0.5,8/11/1983,1,117.39,236.57,234.78,469.56,,,,,
0.49,8/12/1983,1,116.52,236.57,233.04,466.08,,,,,
0.51,8/15/1983,1,119.58,236.57,239.16,478.32,,,,,
0.5,8/16/1983,1,117.81,236.57,235.62,471.24,,,,,
0.49,8/17/1983,1,115.23,236.57,230.46,460.92,,,,,
0.49,8/18/1983,1,116.52,236.57,233.04,466.08,,,,,
0.5,8/19/1983,1,117.39,236.57,234.78,469.56,,,,,
0.49,8/22/1983,1,116.97,236.57,233.94,467.88,,,,,
0.47,8/23/1983,1,110.89,236.57,221.78,443.56,,,,,
0.44,8/24/1983,1,105.22,236.57,210.44,420.88,,,,,
0.45,8/25/1983,1,106.09,236.57,212.18,424.36,,,,,
0.45,8/26/1983,1,107.41,236.57,214.82,429.64,,,,,
0.46,8/29/1983,1,108.7,236.57,217.4,434.8,,,,,
0.48,8/30/1983,1,114.33,236.57,228.66,457.32,,,,,
0.55,8/31/1983,1,129.57,236.57,259.14,518.28,,,,,
0.53,9/1/1983,1,126.5,236.57,253,506,,,,,
0.56,9/2/1983,1,132.17,236.57,264.34,528.68,,,,,
0.58,9/6/1983,1,136.94,236.57,273.88,547.76,,,,,
0.51,9/7/1983,1,120.42,236.57,240.84,481.68,,,,,
0.47,9/8/1983,1,110.43,236.57,220.86,441.72,,,,,
0.45,9/9/1983,1,106.54,236.57,213.08,426.16,,,,,
0.45,9/12/1983,1,106.54,236.57,213.08,426.16,,,,,
0.47,9/13/1983,1,111.3,236.57,222.6,445.2,,,,,
0.46,9/14/1983,1,109.98,236.57,219.96,439.92,,,,,
0.44,9/15/1983,1,104.8,236.57,209.6,419.2,,,,,
0.43,9/16/1983,1,102.16,236.57,204.32,408.64,,,,,
0.47,9/19/1983,1,111.3,236.57,222.6,445.2,,,,,
0.47,9/20/1983,1,111.72,236.57,223.44,446.88,,,,,
0.46,9/21/1983,1,109.57,236.57,219.14,438.28,,,,,
0.48,9/22/1983,1,113.04,236.57,226.08,452.16,,,,,
0.37,9/26/1983,1,86.54,236.57,173.08,346.16,,,,,
0.35,9/27/1983,1,81.74,236.57,163.48,326.96,,,,,
0.34,9/28/1983,1,79.55,236.57,159.1,318.2,,,,,
0.33,9/29/1983,1,79.13,236.57,158.26,316.52,,,,,
0.34,9/30/1983,1,80.45,236.57,160.9,321.8,,,,,
0.34,10/3/1983,1,80.45,236.57,160.9,321.8,,,,,
0.34,10/4/1983,1,79.55,236.57,159.1,318.2,,,,,
0.33,10/5/1983,1,78.26,236.57,156.52,313.04,,,,,
0.33,10/6/1983,1,77.39,236.57,154.78,309.56,,,,,
0.3,10/7/1983,1,70.89,236.57,141.78,283.56,,,,,
0.29,10/10/1983,1,68.7,236.57,137.4,274.8,,,,,
0.28,10/11/1983,1,67.37,236.57,134.74,269.48,,,,,
0.31,10/12/1983,1,73.46,236.57,146.92,293.84,,,,,
0.34,10/13/1983,1,80,236.57,160,320,,,,,
0.33,10/14/1983,1,79.13,236.57,158.26,316.52,,,,,
0.31,10/17/1983,1,73.04,236.57,146.08,292.16,,,,,
0.28,10/18/1983,1,67.37,236.57,134.74,269.48,,,,,
0.32,10/19/1983,1,74.78,236.57,149.56,299.12,,,,,
0.3,10/20/1983,1,70.89,236.57,141.78,283.56,,,,,
0.29,10/21/1983,1,69.11,236.57,138.22,276.44,,,,,
0.31,10/24/1983,1,73.46,236.57,146.92,293.84,,,,,
0.31,10/25/1983,1,73.91,236.57,147.82,295.64,,,,,
0.3,10/26/1983,1,70.02,236.57,140.04,280.08,,,,,
0.31,10/27/1983,1,73.46,236.57,146.92,293.84,,,,,
0.31,10/28/1983,1,72.63,236.57,145.26,290.52,,,,,
0.33,10/31/1983,1,78.71,236.57,157.42,314.84,,,,,
0.34,11/1/1983,1,80,236.57,160,320,,,,,
0.35,11/2/1983,1,81.74,236.57,163.48,326.96,,,,,
0.32,11/3/1983,1,76.07,236.57,152.14,304.28,,,,,
0.31,11/4/1983,1,73.46,236.57,146.92,293.84,,,,,
0.31,11/7/1983,1,73.04,236.57,146.08,292.16,,,,,
0.26,11/8/1983,1,62.19,236.57,124.38,248.76,,,,,
0.28,11/9/1983,1,66.96,236.57,133.92,267.84,,,,,
0.29,11/10/1983,1,68.28,236.57,136.56,273.12,,,,,
0.29,11/11/1983,1,69.57,236.57,139.14,278.28,,,,,
0.29,11/14/1983,1,68.7,236.57,137.4,274.8,,,,,
0.29,11/15/1983,1,68.7,236.57,137.4,274.8,,,,,
0.29,11/16/1983,1,69.57,236.57,139.14,278.28,,,,,
0.3,11/17/1983,1,71.3,236.57,142.6,285.2,,,,,
0.3,11/18/1983,1,71.72,236.57,143.44,286.88,,,,,
0.32,11/21/1983,1,74.78,236.57,149.56,299.12,,,,,
0.32,11/22/1983,1,74.78,236.57,149.56,299.12,,,,,
0.3,11/23/1983,1,70.89,236.57,141.78,283.56,,,,,
0.3,11/25/1983,1,71.3,236.57,142.6,285.2,,,,,
0.31,11/28/1983,1,73.04,236.57,146.08,292.16,,,,,
0.31,11/29/1983,1,72.17,236.57,144.34,288.68,,,,,
0.3,11/30/1983,1,70.89,236.57,141.78,283.56,,,,,
0.3,12/1/1983,1,70.43,236.57,140.86,281.72,,,,,
0.29,12/2/1983,1,69.11,236.57,138.22,276.44,,,,,
0.3,12/5/1983,1,70.89,236.57,141.78,283.56,,,,,
0.3,12/6/1983,1,71.3,236.57,142.6,285.2,,,,,
0.31,12/7/1983,1,73.04,236.57,146.08,292.16,,,,,
0.32,12/8/1983,1,74.78,236.57,149.56,299.12,,,,,
0.32,12/9/1983,1,75.2,236.57,150.4,300.8,,,,,
0.32,12/12/1983,1,74.78,236.57,149.56,299.12,,,,,
0.33,12/13/1983,1,78.26,236.57,156.52,313.04,,,,,
0.34,12/14/1983,1,81.29,236.57,162.58,325.16,,,,,
0.36,12/15/1983,1,84.8,236.57,169.6,339.2,,,,,
0.36,12/16/1983,1,86.09,236.57,172.18,344.36,,,,,
0.35,12/19/1983,1,83.48,236.57,166.96,333.92,,,,,
0.34,12/20/1983,1,81.29,236.57,162.58,325.16,,,,,
0.36,12/21/1983,1,84.35,236.57,168.7,337.4,,,,,
0.36,12/22/1983,1,86.09,236.57,172.18,344.36,,,,,
0.36,12/23/1983,1,85.63,236.57,171.26,342.52,,,,,
0.36,12/27/1983,1,86.09,236.57,172.18,344.36,,,,,
0.37,12/28/1983,1,86.96,236.57,173.92,347.84,,,,,
0.36,12/29/1983,1,84.8,236.57,169.6,339.2,,,,,
0.36,12/30/1983,1,84.8,236.57,169.6,339.2,,,,,
0.38,1/3/1984,1,89.15,236.57,178.3,356.6,,,,,
0.41,1/4/1984,1,96.97,236.57,193.94,387.88,,,,,
0.42,1/5/1984,1,98.26,236.57,196.52,393.04,,,,,
0.41,1/6/1984,1,96.52,236.57,193.04,386.08,,,,,
0.39,1/9/1984,1,91.3,236.57,182.6,365.2,,,,,
0.41,1/10/1984,1,96.07,236.57,192.14,384.28,,,,,
0.41,1/11/1984,1,97.39,236.57,194.78,389.56,,,,,
0.41,1/12/1984,1,96.97,236.57,193.94,387.88,,,,,
0.4,1/13/1984,1,94.78,236.57,189.56,379.12,,,,,
0.41,1/16/1984,1,96.97,236.57,193.94,387.88,,,,,
0.42,1/17/1984,1,99.55,236.57,199.1,398.2,,,,,
0.42,1/18/1984,1,100,236.57,200,400,,,,,
0.43,1/19/1984,1,100.87,236.57,201.74,403.48,,,,,
0.42,1/20/1984,1,99.55,236.57,199.1,398.2,,,,,
0.42,1/23/1984,1,100.42,236.57,200.84,401.68,,,,,
0.4,1/24/1984,1,94.78,236.57,189.56,379.12,,,,,
0.4,1/25/1984,1,93.91,236.57,187.82,375.64,,,,,
